,name,Clothes,Ears,Eyes,Fur,Hat,Mouth,asset_id,trait_n,Clothes_rarity,Ears_rarity,Eyes_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,trait_n_rarity,factoral_rarity,rarity_rank
8303,ApeGang #2503,Red Hawaiian Shirt,,Gold Sunglasses,Cream,,Corn,3491,4,0.0283,0.7565,0.0471,0.0845,0.3096,0.0326,0.3968,106.14829021960057,8368
8304,ApeGang #6591,,,Black Sunglasses,Cream,,Joker,3491,3,0.2202,0.7565,0.0453,0.0845,0.3096,0.0171,0.2239,105.94836375996141,8385
8305,ApeGang #9550,Blue Hoodie,,Gold Sunglasses,Brown,,Beard,3491,4,0.0233,0.7565,0.0471,0.4242,0.3096,0.0309,0.3968,105.9417280988203,8387
8306,ApeGang #7405,,,Eye Patch,Brown,Green Beanie,,3491,3,0.2202,0.7565,0.0336,0.4242,0.0166,0.3141,0.2239,105.8734293928467,8389
8307,ApeGang #9516,Grey Striped T-Shirt,Bluetooth Earpiece,Monocle,Strong Dark Brown,,,3491,4,0.0259,0.052,0.034,0.1097,0.3096,0.3141,0.3968,105.30217773857946,8423
8308,ApeGang #6736,,,,Black,Brain,Angry,3491,3,0.2202,0.7565,0.3104,0.0868,0.0209,0.0309,0.2239,105.28121903255052,8425
8309,ApeGang #6788,Orange Striped T-Shirt,,,Zebra,,Corn,3491,3,0.0241,0.7565,0.3104,0.0481,0.3096,0.0326,0.2239,105.19842364867563,8431
8310,ApeGang #2164,,,3D Glasses,Brown,War Bonnet,,3491,3,0.2202,0.7565,0.0315,0.4242,0.0174,0.3141,0.2239,105.08785688936811,8442
8311,ApeGang #5590,Black Suit,,Round Glasses,Zebra,,,3491,3,0.0231,0.7565,0.0348,0.0481,0.3096,0.3141,0.2239,105.01752653748514,8447
8312,ApeGang #7596,Nurse,,,Zebra,,Flames,3491,3,0.0235,0.7565,0.3104,0.0481,0.3096,0.0341,0.2239,104.90850577514144,8454
8313,ApeGang #858,Winter Coat,,,Brown,Fisherman,,3491,3,0.0251,0.7565,0.3104,0.4242,0.0198,0.3141,0.2239,104.8965721480944,8456
8314,ApeGang #9698,,,,Brown,Chef's,Bubble Gum,3491,3,0.2202,0.7565,0.3104,0.4242,0.0188,0.028,0.2239,104.81428587727308,8458
8315,ApeGang #1390,Cop,,Black Sunglasses,Brown,,Grin Gold,3491,4,0.0245,0.7565,0.0453,0.4242,0.3096,0.0309,0.3968,104.68323237614035,8465
8316,ApeGang #8671,,,Heart,Black,Party,,3491,3,0.2202,0.7565,0.033,0.0868,0.018,0.3141,0.2239,110.89250536629271,8005
8317,ApeGang #5332,Fireman,,,Brown,Yellow NBA Headband,,3491,3,0.0236,0.7565,0.3104,0.4242,0.0186,0.3141,0.2239,110.68720640899198,8018
8318,ApeGang #7933,Winter Coat,,,Cheetah,,,3491,2,0.0251,0.7565,0.3104,0.0294,0.3096,0.3141,0.0388,110.58463893761154,8026
8319,ApeGang #8016,,Airpods,Cyclops,Tiger,,,3491,3,0.2202,0.0475,0.0183,0.0517,0.3096,0.3141,0.2239,110.46107936530015,8035
8320,ApeGang #6933,Toga,,Hippie Glasses,Brown,,Mustache,3491,4,0.026,0.7565,0.0341,0.4242,0.3096,0.0302,0.3968,110.32902555044093,8044
8321,ApeGang #3154,Hotel Porter,Bluetooth Earpiece,,Brown,,Bubble Gum,3491,4,0.0228,0.052,0.3104,0.4242,0.3096,0.028,0.3968,110.1338675979297,8056
8322,ApeGang #6288,Grey Striped T-Shirt,,Gold Sunglasses,Grey,,Joint,3491,4,0.0259,0.7565,0.0471,0.0815,0.3096,0.0325,0.3968,109.95264305084619,8077
8323,ApeGang #1808,Red Hawaiian Shirt,,Alien,Brown,,,3491,3,0.0283,0.7565,0.0167,0.4242,0.3096,0.3141,0.2239,109.77513743540985,8092
8324,ApeGang #7291,Red NBA Jersey,,,Brown,Horn,,3491,3,0.0248,0.7565,0.3104,0.4242,0.0183,0.3141,0.2239,109.51827358117541,8110
8325,ApeGang #8314,Fireman,Gold Hoop,,Brown,,Covid Mask,3491,4,0.0236,0.0475,0.3104,0.4242,0.3096,0.029,0.3968,109.23743508563697,8130
8326,ApeGang #1161,,,,Black,Top Hat,,3491,2,0.2202,0.7565,0.3104,0.0868,0.0168,0.3141,0.0388,109.08629480323884,8141
8327,ApeGang #2291,,,Hippie Glasses,Cheetah,,Smoke Pipe,3491,3,0.2202,0.7565,0.0341,0.0294,0.3096,0.0311,0.2239,109.05291635662422,8144
8328,ApeGang #5503,,Silver Hoop,Black Sunglasses,Brown,Viking Helmet,,3491,4,0.2202,0.0482,0.0453,0.4242,0.0187,0.3141,0.3968,108.9004443946276,8156
8329,ApeGang #2732,Cop,,,Brown,Viking Helmet,,3491,3,0.0245,0.7565,0.3104,0.4242,0.0187,0.3141,0.2239,108.84314655233396,8161
8330,ApeGang #5816,,,,Brown,Green Beanie,Grin Gold,3491,3,0.2202,0.7565,0.3104,0.4242,0.0166,0.0309,0.2239,108.5119342036325,8188
8331,ApeGang #4486,,,Heart,Cheetah,,Grin Rainbow,3491,3,0.2202,0.7565,0.033,0.0294,0.3096,0.0327,0.2239,108.45713238251241,8191
8332,ApeGang #2631,,,Scar,Grey,Yellow NBA Headband,,3491,3,0.2202,0.7565,0.0347,0.0815,0.0186,0.3141,0.2239,108.36500549507429,8195
8333,ApeGang #9665,Orange Hawaiian Shirt ,,Round Glasses,Brown,,Flames,3491,4,0.0247,0.7565,0.0348,0.4242,0.3096,0.0341,0.3968,107.97636645086773,8228
8334,ApeGang #1198,Hippie,,Heart,White,,,3491,3,0.0247,0.7565,0.033,0.0402,0.3096,0.3141,0.2239,107.86631242660474,8238
8335,ApeGang #5002,Magician,Bluetooth Earpiece,3D Glasses,Cream,,,3491,4,0.0277,0.052,0.0315,0.0845,0.3096,0.3141,0.3968,107.84603844521955,8240
8336,ApeGang #9522,Sheriff,,Sad,Brown,,Grillz,3491,4,0.0245,0.7565,0.0322,0.4242,0.3096,0.0378,0.3968,107.75664471772129,8247
8337,ApeGang #1888,,,Rainbow Sunglasses,Brown,,Oh,3491,3,0.2202,0.7565,0.0176,0.4242,0.3096,0.0286,0.2239,107.70005226017267,8249
8338,ApeGang #771,,,Hippie Glasses,Black,Chef's,,3491,3,0.2202,0.7565,0.0341,0.0868,0.0188,0.3141,0.2239,107.55092206588992,8268
8339,ApeGang #5409,,,,Black,Stuntman Helmet,Tongue Out,3491,3,0.2202,0.7565,0.3104,0.0868,0.0197,0.0316,0.2239,107.47886047352196,8276
8340,ApeGang #2610,Purple Hoodie,Diamond Stud,,Brown,,Smoke Pipe,3491,4,0.0232,0.0483,0.3104,0.4242,0.3096,0.0311,0.3968,107.29088638935468,8288
8341,ApeGang #5498,,,3D Glasses,Black,Fisherman,,3491,3,0.2202,0.7565,0.0315,0.0868,0.0198,0.3141,0.2239,107.2850017587891,8290
8342,ApeGang #9166,,,,Brown,Green Beanie,Cigarette,3491,3,0.2202,0.7565,0.3104,0.4242,0.0166,0.0323,0.2239,107.10922697868835,8302
8343,ApeGang #6256,Grey Striped T-Shirt,,Round Glasses,Brown,,Snake,3491,4,0.0259,0.7565,0.0348,0.4242,0.3096,0.033,0.3968,107.07809220794152,8306
8344,ApeGang #9705,Magician,,Black Sunglasses,Cream,,Flames,3491,4,0.0277,0.7565,0.0453,0.0845,0.3096,0.0341,0.3968,106.40798345919933,8347
8345,ApeGang #2542,,,Scar,Strong Dark Brown,Brown Beanie,,3491,3,0.2202,0.7565,0.0347,0.1097,0.0187,0.3141,0.2239,104.92333209601836,8453
8346,ApeGang #505,Banana Shirt,Diamond Stud,,Brown,,Drool Rainbow,3491,4,0.0237,0.0483,0.3104,0.4242,0.3096,0.0326,0.3968,104.90203673025084,8455
8347,ApeGang #2393,Cop,Diamond Stud,,Brown,,Tongue Out,3491,4,0.0245,0.0483,0.3104,0.4242,0.3096,0.0316,0.3968,104.49499342834515,8478
8348,ApeGang #4346,,,Gold Sunglasses,Rainbow,,,3491,2,0.2202,0.7565,0.0471,0.0195,0.3096,0.3141,0.0388,110.56354641527014,8028
8349,ApeGang #5181,Lab Coat,,Monocle,Brown,,Yawn,3491,4,0.0242,0.7565,0.034,0.4242,0.3096,0.0329,0.3968,110.5586066445492,8029
8350,ApeGang #1560,Prison Jumpsuit,,Monocle,Brown,,Baby Pacifier,3491,4,0.0238,0.7565,0.034,0.4242,0.3096,0.0337,0.3968,110.53155304398705,8032
8351,ApeGang #2752,Orange Striped T-Shirt,,Bruised,Brown,,Grin Rainbow,3491,4,0.0241,0.7565,0.0345,0.4242,0.3096,0.0327,0.3968,110.48971404630302,8034
8352,ApeGang #9302,Cop,,Hippie Glasses,Brown,,Grin Rainbow,3491,4,0.0245,0.7565,0.0341,0.4242,0.3096,0.0327,0.3968,110.15227059340944,8054
8353,ApeGang #9059,,,,Tiger,Stuntman Helmet,Grillz,3491,3,0.2202,0.7565,0.3104,0.0517,0.0197,0.0378,0.2239,110.10993974899799,8058
8354,ApeGang #1130,Blue Hoodie,,Gold Sunglasses,Strong Dark Brown,,Baby Pacifier,3491,4,0.0233,0.7565,0.0471,0.1097,0.3096,0.0337,0.3968,110.01125074393231,8072
8355,ApeGang #9055,Yellow NBA Jersey,,,Brown,Yellow NBA Headband,,3491,3,0.0241,0.7565,0.3104,0.4242,0.0186,0.3141,0.2239,109.80810098666973,8088
8356,ApeGang #3574,Fireman,,Heart,White,,,3491,3,0.0236,0.7565,0.033,0.0402,0.3096,0.3141,0.2239,109.75336382302277,8094
8357,ApeGang #1726,,,,Grey,War Bonnet,Grillz,3491,3,0.2202,0.7565,0.3104,0.0815,0.0174,0.0378,0.2239,109.7473616794322,8095
8358,ApeGang #3729,,,Eye Patch,Strong Dark Brown,Cap,,3491,3,0.2202,0.7565,0.0336,0.1097,0.0175,0.3141,0.2239,109.53371436786867,8109
8359,ApeGang #9079,Hippie,,Scar,Brown,,Grin Rainbow,3491,4,0.0247,0.7565,0.0347,0.4242,0.3096,0.0327,0.3968,109.314704629865,8125
8360,ApeGang #9347,,,Gold Sunglasses,Zebra,Yellow NBA Headband,,3491,3,0.2202,0.7565,0.0471,0.0481,0.0186,0.3141,0.2239,109.2980663360616,8127
8361,ApeGang #2700,,,,Strong Dark Brown,Pirate,,3491,2,0.2202,0.7565,0.3104,0.1097,0.0162,0.3141,0.0388,108.88591329655765,8159
8362,ApeGang #4142,,,,Grey,Flower Crown,Angry,3491,3,0.2202,0.7565,0.3104,0.0815,0.0198,0.0309,0.2239,108.68858090856571,8170
8363,ApeGang #6287,Toga,,,Brown,Groom,,3491,3,0.026,0.7565,0.3104,0.4242,0.018,0.3141,0.2239,108.56797820993873,8179
8364,ApeGang #8030,Red Hawaiian Shirt,,Closed,Brown,,Grin Rainbow,3491,4,0.0283,0.7565,0.0302,0.4242,0.3096,0.0327,0.3968,108.4587026937096,8190
8365,ApeGang #8047,,,,Zebra,Red NBA Headband,,3491,2,0.2202,0.7565,0.3104,0.0481,0.0202,0.3141,0.0388,108.33671923731066,8203
8366,ApeGang #2758,,,Strabismus,Brown,,,3491,2,0.2202,0.7565,0.0149,0.4242,0.3096,0.3141,0.0388,107.52154518264493,8273
8367,ApeGang #4085,Yellow NBA Jersey,,,Zebra,,Angry,3491,3,0.0241,0.7565,0.3104,0.0481,0.3096,0.0309,0.2239,106.88603656983432,8318
8368,ApeGang #275,Pirate,,Black Sunglasses,Brown,,Grin Gold,3491,4,0.0233,0.7565,0.0453,0.4242,0.3096,0.0309,0.3968,106.78536078115042,8323
8369,ApeGang #8245,Black Tank Top,Silver Hoop,Gold Sunglasses,Black,,,3491,4,0.0227,0.0482,0.0471,0.0868,0.3096,0.3141,0.3968,106.48574614472551,8340
8370,ApeGang #18,Hotel Porter,,,Brown,Brain,,3491,3,0.0228,0.7565,0.3104,0.4242,0.0209,0.3141,0.2239,106.25742326780485,8360
8371,ApeGang #1142,,,Rainbow Sunglasses,Strong Dark Brown,,Grillz,3491,3,0.2202,0.7565,0.0176,0.1097,0.3096,0.0378,0.2239,105.9484354377507,8384
8372,ApeGang #5414,Pirate,,Gold Sunglasses,Brown,,Grin Gold,3491,4,0.0233,0.7565,0.0471,0.4242,0.3096,0.0309,0.3968,105.9417280988203,8386
8373,ApeGang #3358,Mexican,,,Brown,Red NBA Headband,,3491,3,0.0243,0.7565,0.3104,0.4242,0.0202,0.3141,0.2239,105.20809806237983,8430
8374,ApeGang #5747,Yellow NBA Jersey,,,Zebra,,Drool Rainbow,3491,3,0.0241,0.7565,0.3104,0.0481,0.3096,0.0326,0.2239,105.19842364867563,8432
8375,ApeGang #2355,Red Hawaiian Shirt,,Hippie Glasses,Brown,,Drool Rainbow,3491,4,0.0283,0.7565,0.0341,0.4242,0.3096,0.0326,0.3968,104.7654399791488,8461
8376,ApeGang #8838,Purple Hoodie,,,Brown,Magician,,3491,3,0.0232,0.7565,0.3104,0.4242,0.0213,0.3141,0.2239,104.60268927621851,8472
8377,ApeGang #1315,Orange Hawaiian Shirt ,,,Brown,Red NBA Headband,,3491,3,0.0247,0.7565,0.3104,0.4242,0.0202,0.3141,0.2239,104.5416646474084,8474
8378,ApeGang #2404,,,,Brown,Military Helmet,Smoke Pipe,3491,3,0.2202,0.7565,0.3104,0.4242,0.0178,0.0311,0.2239,104.242626918197,8488
8379,ApeGang #1273,Hippie,,Black Sunglasses,Brown,,Smoke Pipe,3491,4,0.0247,0.7565,0.0453,0.4242,0.3096,0.0311,0.3968,104.14461709412957,8495
8380,ApeGang #5118,,,Blind,Brown,,,3491,2,0.2202,0.7565,0.0144,0.4242,0.3096,0.3141,0.0388,109.85189566735781,8082
8381,ApeGang #8053,,Airpods,Black Sunglasses,Brown,Bandana,,3491,4,0.2202,0.0475,0.0453,0.4242,0.0186,0.3141,0.3968,109.49369303810805,8111
8382,ApeGang #9181,Toga,,Scar,Brown,,Grin Gold,3491,4,0.026,0.7565,0.0347,0.4242,0.3096,0.0309,0.3968,109.07183292346318,8143
8383,ApeGang #5616,Blue Hoodie,,Closed,Zebra,,,3491,3,0.0233,0.7565,0.0302,0.0481,0.3096,0.3141,0.2239,109.02288878061307,8148
8384,ApeGang #3680,Groom,,,White,,Mustache,3491,3,0.0258,0.7565,0.3104,0.0402,0.3096,0.0302,0.2239,108.98767489376283,8152
8385,ApeGang #7815,,,Hippie Glasses,Black,Bandana,,3491,3,0.2202,0.7565,0.0341,0.0868,0.0186,0.3141,0.2239,108.12287356440285,8215
8386,ApeGang #2117,,,Round Glasses,Black,Propeller,,3491,3,0.2202,0.7565,0.0348,0.0868,0.0184,0.3141,0.2239,108.11737777857141,8216
8387,ApeGang #8439,Orange Hawaiian Shirt ,,Scar,Brown,,Flames,3491,4,0.0247,0.7565,0.0347,0.4242,0.3096,0.0341,0.3968,108.05917807099426,8222
8388,ApeGang #6594,,,,Strong Dark Brown,Cowboy,Drool Rainbow,3491,3,0.2202,0.7565,0.3104,0.1097,0.0184,0.0326,0.2239,107.68957520159518,8252
8389,ApeGang #1625,,,Gold Sunglasses,Tiger,Brown Beanie,,3491,3,0.2202,0.7565,0.0471,0.0517,0.0187,0.3141,0.2239,107.56290028259443,8267
8390,ApeGang #5065,Magician,,Monocle,Brown,,Beard,3491,4,0.0277,0.7565,0.034,0.4242,0.3096,0.0309,0.3968,107.30469839626346,8287
8391,ApeGang #4448,Toga,,3D Glasses,White,,,3491,3,0.026,0.7565,0.0315,0.0402,0.3096,0.3141,0.2239,107.28502237163048,8289
8392,ApeGang #9232,Magician,Airpods,,Strong Dark Brown,,Shocked,3491,4,0.0277,0.0475,0.3104,0.1097,0.3096,0.0316,0.3968,106.88683944934577,8316
8393,ApeGang #2809,,,Heart,Strong Dark Brown,Yellow NBA Headband,,3491,3,0.2202,0.7565,0.033,0.1097,0.0186,0.3141,0.2239,106.69542362635212,8327
8394,ApeGang #7347,Grey Striped T-Shirt,,Round Glasses,Brown,,Baby Pacifier,3491,4,0.0259,0.7565,0.0348,0.4242,0.3096,0.0337,0.3968,106.44865240936227,8343
8395,ApeGang #7117,,,Sad,Grey,Red NBA Headband,,3491,3,0.2202,0.7565,0.0322,0.0815,0.0202,0.3141,0.2239,106.34397194699218,8353
8396,ApeGang #8748,Magician,,Heart,Brown,,Yawn,3491,4,0.0277,0.7565,0.033,0.4242,0.3096,0.0329,0.3968,106.22864122460135,8363
8397,ApeGang #9726,Groom,Airpods,,Brown,,Oh,3491,4,0.0258,0.0475,0.3104,0.4242,0.3096,0.0286,0.3968,106.10651999653068,8369
8398,ApeGang #8610,,Airpods,Robot Glasses,Brown,,Smoke Pipe,3491,4,0.2202,0.0475,0.0249,0.4242,0.3096,0.0311,0.3968,106.01645509798465,8377
8399,ApeGang #9196,Lab Coat,,,Zebra,,Tongue Out,3491,3,0.0242,0.7565,0.3104,0.0481,0.3096,0.0316,0.2239,105.9976847591387,8378
8400,ApeGang #6652,,,,Black,Cop,Flames,3491,3,0.2202,0.7565,0.3104,0.0868,0.0195,0.0341,0.2239,105.67943401200407,8397
8401,ApeGang #6107,,,Diving Mask,Brown,,Grillz,3491,3,0.2202,0.7565,0.0158,0.4242,0.3096,0.0378,0.2239,105.66300117248869,8398
8402,ApeGang #259,Groom,Airpods,,Brown,,Covid Mask,3491,4,0.0258,0.0475,0.3104,0.4242,0.3096,0.029,0.3968,105.62424365218537,8401
8403,ApeGang #655,Lumberjack,,,Brown,Magician,,3491,3,0.0227,0.7565,0.3104,0.4242,0.0213,0.3141,0.2239,105.5521044364798,8407
8404,ApeGang #1381,Purple Hoodie,,Gold Sunglasses,Brown,,Shocked,3491,4,0.0232,0.7565,0.0471,0.4242,0.3096,0.0316,0.3968,105.40983151238767,8416
8405,ApeGang #6502,Blue Hoodie,,,Brown,Brain,,3491,3,0.0233,0.7565,0.3104,0.4242,0.0209,0.3141,0.2239,105.31622908062013,8422
8406,ApeGang #3736,Indian,,Black Sunglasses,Brown,,Yawn,3491,4,0.0231,0.7565,0.0453,0.4242,0.3096,0.0329,0.3968,105.18962636676133,8434
8407,ApeGang #136,Pirate,Bluetooth Earpiece,,Brown,,Tongue Out,3491,4,0.0233,0.052,0.3104,0.4242,0.3096,0.0316,0.3968,105.12395731671246,8438
8408,ApeGang #5518,Indian,Gold Hoop,,Brown,,Flames,3491,4,0.0231,0.0475,0.3104,0.4242,0.3096,0.0341,0.3968,104.99735159553934,8449
8409,ApeGang #7776,,,Closed,White,,Mustache,3491,3,0.2202,0.7565,0.0302,0.0402,0.3096,0.0302,0.2239,104.66024433541472,8467
8410,ApeGang #3134,,,Gold Sunglasses,Black,Banana,,3491,3,0.2202,0.7565,0.0471,0.0868,0.0172,0.3141,0.2239,104.40487689673563,8482
8411,ApeGang #6124,Yellow NBA Jersey,,,Brown,Laurel,,3491,3,0.0241,0.7565,0.3104,0.4242,0.0208,0.3141,0.2239,104.12158320337775,8496
8412,ApeGang #4095,Groom,,,Cream,Brain,,3491,3,0.0258,0.7565,0.3104,0.0845,0.0209,0.3141,0.2239,110.63440499910331,8023
8413,ApeGang #2735,Fireman,,,White,,Drool Rainbow,3491,3,0.0236,0.7565,0.3104,0.0402,0.3096,0.0326,0.2239,110.16313017152436,8053
8414,ApeGang #7832,Black Tank Top,,,Tiger,,Covid Mask,3491,3,0.0227,0.7565,0.3104,0.0517,0.3096,0.029,0.2239,110.11776212398269,8057
8415,ApeGang #1557,Groom,,Gold Sunglasses,Black,,Corn,3491,4,0.0258,0.7565,0.0471,0.0868,0.3096,0.0326,0.3968,109.25870889670651,8128
8416,ApeGang #9824,,,,Strong Dark Brown,Fisherman,Bubble Gum,3491,3,0.2202,0.7565,0.3104,0.1097,0.0198,0.028,0.2239,108.886238708208,8158
8417,ApeGang #2483,Lab Coat,,,Brown,Crown,,3491,3,0.0242,0.7565,0.3104,0.4242,0.0189,0.3141,0.2239,108.78325115248441,8164
8418,ApeGang #4384,Banana Shirt,,,White,,Flames,3491,3,0.0237,0.7565,0.3104,0.0402,0.3096,0.0341,0.2239,108.63500821331041,8173
8419,ApeGang #2555,Magician,Airpods,Robot Glasses,Brown,,,3491,4,0.0277,0.0475,0.0249,0.4242,0.3096,0.3141,0.3968,108.60557068602222,8178
8420,ApeGang #4101,Black Tank Top,,,Zebra,,Nose Ring,3491,3,0.0227,0.7565,0.3104,0.0481,0.3096,0.0318,0.2239,108.52920540592527,8184
8421,ApeGang #9407,Red NBA Jersey,,,Brown,Brown Beanie,,3491,3,0.0248,0.7565,0.3104,0.4242,0.0187,0.3141,0.2239,108.34940066688301,8197
8422,ApeGang #6499,,,,Grey,Halo,,3491,2,0.2202,0.7565,0.3104,0.0815,0.0173,0.3141,0.0388,108.11515481063961,8217
8423,ApeGang #7624,Blue Hoodie,,,Brown,Flower Crown,,3491,3,0.0233,0.7565,0.3104,0.4242,0.0198,0.3141,0.2239,107.97438963351752,8231
8424,ApeGang #7186,,,,Strong Dark Brown,Crown,Grin Gold,3491,3,0.2202,0.7565,0.3104,0.1097,0.0189,0.0309,0.2239,107.93941494585025,8234
8425,ApeGang #6631,Lab Coat,,Gold Sunglasses,Brown,,Bubble Gum,3491,4,0.0242,0.7565,0.0471,0.4242,0.3096,0.028,0.3968,107.69741338014491,8251
8426,ApeGang #9776,,,Devil,Brown,,Yawn,3491,3,0.2202,0.7565,0.0163,0.4242,0.3096,0.0329,0.2239,107.66166550660515,8259
8427,ApeGang #2703,,,,Cream,Flower Crown,Tongue Out,3491,3,0.2202,0.7565,0.3104,0.0845,0.0198,0.0316,0.2239,107.53607185821377,8270
8428,ApeGang #3438,Nurse,,Scar,Brown,,Grillz,3491,4,0.0235,0.7565,0.0347,0.4242,0.3096,0.0378,0.3968,107.25605285938731,8292
8429,ApeGang #9093,Grey Striped T-Shirt,,Scar,Brown,,Yawn,3491,4,0.0259,0.7565,0.0347,0.4242,0.3096,0.0329,0.3968,107.25301030315326,8293
8430,ApeGang #1904,,,Rainbow Sunglasses,Grey,,,3491,2,0.2202,0.7565,0.0176,0.0815,0.3096,0.3141,0.0388,107.13819309639959,8300
8431,ApeGang #6738,,,,Strong Dark Brown,Yellow NBA Headband,Drool Rainbow,3491,3,0.2202,0.7565,0.3104,0.1097,0.0186,0.0326,0.2239,107.10518997485372,8303
8432,ApeGang #3610,,,Monocle,Brown,Pirate,,3491,3,0.2202,0.7565,0.034,0.4242,0.0162,0.3141,0.2239,107.01072054313101,8309
8433,ApeGang #9432,Yellow NBA Jersey,,Gold Sunglasses,Brown,,Covid Mask,3491,4,0.0241,0.7565,0.0471,0.4242,0.3096,0.029,0.3968,106.63734817057204,8330
8434,ApeGang #8654,White Tank Top,,Robot,Cream,,,3491,3,0.0224,0.7565,0.0265,0.0845,0.3096,0.3141,0.2239,106.41485599960114,8345
8435,ApeGang #2980,Magician,,Eye Patch,Brown,,Grin Rainbow,3491,4,0.0277,0.7565,0.0336,0.4242,0.3096,0.0327,0.3968,105.87341866071199,8390
8436,ApeGang #1810,Black Tank Top,,,White,,,3491,2,0.0227,0.7565,0.3104,0.0402,0.3096,0.3141,0.0388,105.65888137190609,8399
8437,ApeGang #9546,Magician,Diamond Stud,,Strong Dark Brown,,Drool Rainbow,3491,4,0.0277,0.0483,0.3104,0.1097,0.3096,0.0326,0.3968,105.56741862332412,8404
8438,ApeGang #3353,Sheriff,,3D Glasses,Zebra,,,3491,3,0.0245,0.7565,0.0315,0.0481,0.3096,0.3141,0.2239,105.55420934017778,8406
8439,ApeGang #8917,Magician,,,Brown,Horn,,3491,3,0.0277,0.7565,0.3104,0.4242,0.0183,0.3141,0.2239,105.2967759685051,8424
8440,ApeGang #2719,Prison Jumpsuit,Gold Hoop,,Brown,,Corn,3491,4,0.0238,0.0475,0.3104,0.4242,0.3096,0.0326,0.3968,105.07344845747106,8443
8441,ApeGang #8331,,,,Strong Dark Brown,Halo,,3491,2,0.2202,0.7565,0.3104,0.1097,0.0173,0.3141,0.0388,104.96098644292175,8450
8442,ApeGang #1701,Prison Jumpsuit,,,Brown,Brain,,3491,3,0.0238,0.7565,0.3104,0.4242,0.0209,0.3141,0.2239,104.41458086768691,8481
8443,ApeGang #1213,Winter Coat,,,Brown,Headphone,,3491,3,0.0251,0.7565,0.3104,0.4242,0.02,0.3141,0.2239,104.39152164304392,8483
8444,ApeGang #4664,Mexican,,Black Sunglasses,Brown,,Shocked,3491,4,0.0243,0.7565,0.0453,0.4242,0.3096,0.0316,0.3968,104.3022792933413,8486
8445,ApeGang #9388,,Silver Hoop,Albino,Strong Dark Brown,,,3491,3,0.2202,0.0482,0.017,0.1097,0.3096,0.3141,0.2239,104.1074669364503,8499
8446,ApeGang #8178,,,,Tiger,Viking Helmet,,3491,2,0.2202,0.7565,0.3104,0.0517,0.0187,0.3141,0.0388,110.86004354900905,8009
8447,ApeGang #6448,White Tank Top,,Closed,Zebra,,,3491,3,0.0224,0.7565,0.0302,0.0481,0.3096,0.3141,0.2239,110.74729098784789,8017
8448,ApeGang #6461,,,,Black,Propeller,Cigarette,3491,3,0.2202,0.7565,0.3104,0.0868,0.0184,0.0323,0.2239,110.3794479424098,8040
8449,ApeGang #4606,,,,Cream,Brown Beanie,Joint,3491,3,0.2202,0.7565,0.3104,0.0845,0.0187,0.0325,0.2239,109.63061833101787,8103
8450,ApeGang #1103,Winter Coat,,,Brown,Hippie Bandana,,3491,3,0.0251,0.7565,0.3104,0.4242,0.0182,0.3141,0.2239,109.33657658809886,8123
8451,ApeGang #7691,,,Crazy,Grey,Cowboy,,3491,3,0.2202,0.7565,0.0346,0.0815,0.0184,0.3141,0.2239,109.03268102182741,8147
8452,ApeGang #4393,Sheriff,,Gold Sunglasses,Strong Dark Brown,,Grin Rainbow,3491,4,0.0245,0.7565,0.0471,0.1097,0.3096,0.0327,0.3968,108.81657158982287,8162
8453,ApeGang #1854,Black Suit,Gold Hoop,Closed,Brown,,,3491,4,0.0231,0.0475,0.0302,0.4242,0.3096,0.3141,0.3968,108.74647115475035,8166
8454,ApeGang #7193,Red Hawaiian Shirt,,Crazy,Brown,,Oh,3491,4,0.0283,0.7565,0.0346,0.4242,0.3096,0.0286,0.3968,108.63184922598218,8174
8455,ApeGang #8093,,,,Brown,Hotel Porter,Shocked,3491,3,0.2202,0.7565,0.3104,0.4242,0.0164,0.0316,0.2239,108.52969017763596,8183
8456,ApeGang #812,Orange Hawaiian Shirt ,,Black Sunglasses,Grey,,Grillz,3491,4,0.0247,0.7565,0.0453,0.0815,0.3096,0.0378,0.3968,108.35786276844756,8196
8457,ApeGang #4432,,,,Strong Dark Brown,Chef's,Angry,3491,3,0.2202,0.7565,0.3104,0.1097,0.0188,0.0309,0.2239,108.22085139749947,8211
8458,ApeGang #3567,Toga,,,Brown,Hippie Bandana,,3491,3,0.026,0.7565,0.3104,0.4242,0.0182,0.3141,0.2239,107.9574775994381,8232
8459,ApeGang #678,,,,Strong Dark Brown,Rabbit Ears,Angry,3491,3,0.2202,0.7565,0.3104,0.1097,0.019,0.0309,0.2239,107.66094098316577,8260
8460,ApeGang #7303,,,Round Glasses,Black,Bandana,,3491,3,0.2202,0.7565,0.0348,0.0868,0.0186,0.3141,0.2239,107.53299255182995,8271
8461,ApeGang #7945,Fireman,,Scar,Brown,,Grillz,3491,4,0.0236,0.7565,0.0347,0.4242,0.3096,0.0378,0.3968,107.07574272595782,8307
8462,ApeGang #5331,Hippie,Diamond Stud,,Brown,,Covid Mask,3491,4,0.0247,0.0483,0.3104,0.4242,0.3096,0.029,0.3968,107.00168585768357,8311
8463,ApeGang #2918,Military,,,Tiger,,Joint,3491,3,0.0227,0.7565,0.3104,0.0517,0.3096,0.0325,0.2239,106.40423427252378,8348
